"Date","Total Returns Index"
"30-Jun-1999","1256.38"
"01-Jul-1999","1251.62"
"02-Jul-1999","1267.12"
"05-Jul-1999","1301.39"
"06-Jul-1999","1313.03"
"07-Jul-1999","1315.62"
"08-Jul-1999","1315.99"
"09-Jul-1999","1326.51"
"12-Jul-1999","1391.41"
"13-Jul-1999","1397.86"
"14-Jul-1999","1413.22"
"15-Jul-1999","1394.74"
"16-Jul-1999","1401.68"
"19-Jul-1999","1428.51"
"20-Jul-1999","1391.57"
"21-Jul-1999","1418.75"
"22-Jul-1999","1428.33"
"23-Jul-1999","1421.71"
"26-Jul-1999","1403.93"
"27-Jul-1999","1386.67"
"28-Jul-1999","1397.52"
"29-Jul-1999","1403.45"
"30-Jul-1999","1386.99"
"02-Aug-1999","1365.23"
"03-Aug-1999","1360.42"
"04-Aug-1999","1404.19"
"05-Aug-1999","1400.91"
"06-Aug-1999","1394.03"
"09-Aug-1999","1405.62"
"10-Aug-1999","1386.57"
"11-Aug-1999","1392.81"
"12-Aug-1999","1386.66"
"13-Aug-1999","1367.97"
"16-Aug-1999","1387.09"
"17-Aug-1999","1400.64"
"18-Aug-1999","1443.69"
"19-Aug-1999","1424.26"
"20-Aug-1999","1426.69"
"23-Aug-1999","1450.41"
"24-Aug-1999","1464.13"
"25-Aug-1999","1453.89"
"26-Aug-1999","1486.59"
"27-Aug-1999","1502.49"
"30-Aug-1999","1507.9"
"31-Aug-1999","1496.66"
"01-Sep-1999","1495.28"
"02-Sep-1999","1458.34"
"03-Sep-1999","1457.39"
"06-Sep-1999","1473.55"
"07-Sep-1999","1466.19"
"08-Sep-1999","1483.41"
"09-Sep-1999","1480.66"
"10-Sep-1999","1474.51"
"14-Sep-1999","1452.73"
"15-Sep-1999","1457.15"
"16-Sep-1999","1432.24"
"17-Sep-1999","1441.25"
"20-Sep-1999","1439.29"
"21-Sep-1999","1431.6"
"22-Sep-1999","1469.65"
"23-Sep-1999","1481.9"
"24-Sep-1999","1497"
"27-Sep-1999","1472.89"
"28-Sep-1999","1461.91"
"29-Sep-1999","1500.23"
"30-Sep-1999","1497.9"
"01-Oct-1999","1487.41"
"04-Oct-1999","1454.65"
"05-Oct-1999","1460.85"
"06-Oct-1999","1476.28"
"07-Oct-1999","1557.95"
"08-Oct-1999","1568.02"
"11-Oct-1999","1573.06"
"12-Oct-1999","1572.9"
"13-Oct-1999","1586.1"
"14-Oct-1999","1595.53"
"15-Oct-1999","1541.84"
"18-Oct-1999","1530.71"
"20-Oct-1999","1566.33"
"21-Oct-1999","1540.57"
"22-Oct-1999","1516.08"
"25-Oct-1999","1511.79"
"26-Oct-1999","1499.23"
"27-Oct-1999","1496.14"
"28-Oct-1999","1449.82"
"29-Oct-1999","1405.03"
"01-Nov-1999","1346.25"
"02-Nov-1999","1412.19"
"03-Nov-1999","1406.3"
"04-Nov-1999","1417.33"
"05-Nov-1999","1446.75"
"07-Nov-1999","1452.11"
"09-Nov-1999","1453.8"
"10-Nov-1999","1472.82"
"11-Nov-1999","1473.35"
"12-Nov-1999","1456.33"
"15-Nov-1999","1444.82"
"16-Nov-1999","1439.58"
"17-Nov-1999","1433.75"
"18-Nov-1999","1446.47"
"19-Nov-1999","1443.92"
"22-Nov-1999","1458.13"
"24-Nov-1999","1479.02"
"25-Nov-1999","1493.54"
"26-Nov-1999","1483.95"
"29-Nov-1999","1468.1"
"30-Nov-1999","1459.09"
"01-Dec-1999","1472.44"
"02-Dec-1999","1493.76"
"03-Dec-1999","1503.46"
"06-Dec-1999","1529.81"
"07-Dec-1999","1532.24"
"08-Dec-1999","1525.35"
"09-Dec-1999","1534.79"
"10-Dec-1999","1526.47"
"13-Dec-1999","1513.69"
"14-Dec-1999","1482.52"
"15-Dec-1999","1486.04"
"16-Dec-1999","1505.44"
"17-Dec-1999","1505.02"
"20-Dec-1999","1508.36"
"21-Dec-1999","1507.57"
"22-Dec-1999","1571.26"
"23-Dec-1999","1578.31"
"24-Dec-1999","1540.27"
"27-Dec-1999","1511.87"
"28-Dec-1999","1522.54"
"29-Dec-1999","1558.59"
"30-Dec-1999","1562.92"
